Sr.No.,Application Name,Volume Customer(Mn),Value Customer (Cr),Volume B2C (Mn),Value B2C (Cr),Volume B2B(Mn),Value B2B(Cr),Volume (Mn),Value (Cr)
1,Phonepe #,5760.01,915586,0,0,0,0,5760.01,915586
2,Google Pay #,4461.29,637219.4,46.83,45.25,0,0,4508.12,637264.65
3,Paytm #,1267.27,145305.47,0.17,0.09,0.55,971.93,1340.35,159569.47
4,Cred #,111.53,38649.61,0,0,0,0,111.53,38649.61
5,Amazon Pay #,59.71,6278.02,0,0,0,0,59.71,6278.02
6,BHIM,56.16,9052.16,0,0,0,0,56.16,9052.16
7,ICICI Bank Apps,28.95,10492.15,4.27,416.25,5.69,8779.07,38.92,19687.47
8,FamPay by Trio #,37.89,432.81,0,0,0,0,37.89,432.81
9,HDFC Bank Apps,13.51,4283.81,23.86,71.63,0,0.12,37.37,4355.55
10,Kotak Mahindra Bank Apps,31.5,5127.03,0,0,0,0,31.5,5127.03
11,Axis Bank Apps,10.08,2290.26,20.84,6427.2,0.01,1.77,30.93,8719.23
12,Whatsapp #,26.76,2175.12,0,0,0,0,26.76,2175.12
13,Yes Bank Apps,21.24,11308.74,0,0,0.33,36.07,21.57,11344.81
14,Bajaj Finserv #,19.22,2984.7,0,0,0,0,19.22,2984.7
15,Airtel Payments Bank Apps,14.06,1028.15,0,0,0,0.17,14.07,1028.35
16,Mobikwik #,6.28,1793.84,0,0,0,0,6.28,1793.84
17,SBI Bank Apps,6.17,2350.42,0,0,0.03,1.03,6.2,2351.46
18,Groww #,5.78,3042.87,0,0,0,0,5.78,3042.87
19,Federal Bank Apps,5.74,717.81,0,0,0,0,5.74,717.81
20,Samsung Pay #,5.61,494.57,0,0,0,0,5.61,494.57
21,IDFC First Bank Apps,5.54,1440.44,0,0,0,0,5.54,1440.44
22,India Post Payments Bank Apps,5.38,608.29,0,0,0,0,5.38,608.29
23,Jupiter Money #,5,669.43,0,0,0,0,5,669.43
24,Standard Chartered Bank Apps,3.1,675.48,0,0,0.92,911.82,4.02,1587.3
25,Slice #,3.98,471.27,0,0,0,0,3.98,471.27
26,Deutsche Bank Apps,3.42,377.59,0,0,0,0.03,3.43,377.62
27,RBL Bank Apps,2.62,485.29,0,0.01,0.2,88.75,2.82,574.05
28,Canara Bank Apps,2.79,745.2,0,0,0,0,2.79,745.2
29,Freecharge #,1.65,416,0,0,0,0.19,1.65,416.19
30,Jio Payments Bank Apps,1.64,145.51,0,0,0,0,1.64,145.51
31,IndusInd Bank Apps,1.46,272.43,0,0,0,0,1.46,272.43
32,Navi #,1.42,68.62,0,0,0,0,1.42,68.62
33,Punjab National Bank Apps,1.36,359.72,0,0,0,0,1.36,359.72
34,Union Bank Of India Apps,1.2,483.59,0,0,0,0,1.2,483.59
35,Omnicard #,1.15,38.18,0,0,0,0,1.15,38.18
36,Bank of Baroda Apps,0.76,359.31,0,0,0,9.93,0.76,369.24
37,Au Small Finance Bank Apps,0.73,276.63,0,0,0,0,0.73,276.63
38,Central Bank of India Apps,0.72,165.64,0,0,0,0,0.72,165.64
39,Kiwi #,0.55,81.25,0,0,0,0,0.55,81.25
40,DBS Bank Apps,0.54,201.91,0,0,0,0.14,0.54,202.06
41,Indian Bank Apps,0.42,112.76,0,0,0.01,47.33,0.42,160.09
42,Timepay #,0.42,3.95,0,0,0,0,0.42,3.95
43,Karnataka Bank Apps,0.41,85.93,0,0,0,0,0.41,85.93
44,South Indian Bank Apps,0.36,104.62,0,0,0,0,0.36,104.62
45,Shri Ram One #,0.35,31.2,0,0,0,0,0.35,31.2
46,Fino Payments Bank Apps,0.3,38.14,0,0,0,0,0.3,38.14
47,Bank of India Apps,0.24,91.81,0,0,0,0,0.24,91.81
48,HSBC Bank Apps,0.21,116.46,0,0.06,0,0,0.21,116.52
49,Tata Neu #,0.2,17.14,0,0,0,0,0.2,17.14
50,Fave #,0.19,36.57,0,0,0,0,0.19,36.57
51,UCO Bank Apps,0.17,61.26,0,0,0,0,0.17,61.26
52,Tamilnad Mercantile Bank Apps,0.12,32.14,0,0,0,0,0.12,32.14
53,Indian Overseas Bank Apps,0.11,29.06,0,0,0,0,0.11,29.06
54,Digikhata #,0.1,35.77,0,0,0,0,0.1,35.77
55,LivQuik Apps #,0.09,28.75,0,0,0,0,0.09,28.75
56,City Union Bank Apps,0.08,24.75,0,0,0,0,0.08,24.75
57,Citi Bank Apps,0.07,70.14,0,0,0,0,0.07,70.14
58,IDBI Bank Apps,0.06,32.49,0,0,0,0,0.06,32.49
59,Dhani #,0.05,3.38,0,0,0,0,0.05,3.38
60,NSDL Payments Bank Apps,0.05,6.59,0,0,0,0,0.05,6.59
61,Karur Vysya Bank Apps,0.04,15.42,0,0,0,0,0.04,15.42
62,Bank of Maharashtra Apps,0.04,7.68,0,0,0,0,0.04,7.68
63,Equitas Small Apps,0.04,24.46,0,0,0,0,0.04,24.46
64,Flipkart UPI #,0.03,0.68,0,0,0,0,0.03,0.68
65,Punjab And Sind Bank Apps,0.02,10.71,0,0,0,0,0.02,10.71
66,Cheq,0.02,1.54,0,0,0,0,0.02,1.54
67,Niyo Global #,0.02,4.04,0,0,0,0,0.02,4.04
68,CBDC,0.83,61.46,0,0,0.1,2.67,0.94,64.13
69,Others,0.03,12.13,0,0,0,2.04,0.03,14.17
