Sr.No.,Application Name,Volume Customer(Mn),Value Customer (Cr),Volume B2C (Mn),Value B2C (Cr),Volume B2B(Mn),Value B2B(Cr),Volume (Mn),Value (Cr)
1,PhonePe,6500.14,1001679.63,0,0,0,0,6500.14,1001679.63
2,Google Pay,5027.32,694189.68,0,0,0,0,5027.32,694189.68
3,Paytm,1117.13,122554.24,0,0.01,0,0,1117.13,122554.25
4,Cred,138.46,43233.21,0,0,0,0,138.46,43233.21
5,Axis Bank Apps,13.53,3313.28,56.27,3168.22,0.01,1.74,69.8,6483.24
6,Amazon Pay,64.33,6784.82,0,0,0,0,64.33,6784.82
7,ICICI Bank Apps,35.39,14357.18,3.57,336.49,8.45,11945.21,47.41,26638.88
8,Fampay,46.64,588,0,0,0,0,46.64,588
9,Kotak Mahindra Bank Apps,41.54,6101.88,0,0,0,0,41.54,6101.88
10,HDFC Bank Apps,35.99,7689.44,0,0,0.01,0.32,35.99,7689.76
11,WhatsApp,34.12,2815.68,0,0,0,0,34.12,2815.68
12,BHIM,25.48,8670.52,0,0,0,0,25.48,8670.52
13,Yes Bank Apps,21.99,11978.36,0,0,0.27,31.04,22.26,12009.4
14,Airtel Payments Bank Apps,16.19,1243.65,0,0,0,0.4,16.19,1244.14
15,Navi,15.1,402.92,0,0,0,0,15.1,402.92
16,Bajaj Finserv,10.29,1819.55,0,0,0,0,10.29,1819.55
17,Mobikwik,9.76,2248.19,0,0,0,0,9.76,2248.19
18,Groww,8.02,5452.72,0,0,0,0,8.02,5452.72
19,Slice,7.51,608.62,0,0,0,0,7.51,608.62
20,State Bank of India Apps,6.49,2385.64,0,0,0.04,1.14,6.53,2386.79
21,IDFC Bank Apps,6.45,1581.78,0,0,0,0,6.45,1581.78
22,Samsung Pay,6.3,527.4,0,0,0,0,6.3,527.4
23,Federal Bank Apps,6.14,821.8,0,0,0,0,6.14,821.8
24,Jupiter,5.92,710.69,0,0,0,0,5.92,710.69
25,India Post Payments Bank Apps,5.08,687.52,0,0,0,0,5.08,687.52
26,Flipkart UPI,3.46,174.73,0,0,0,0,3.46,174.73
27,Deutsche Bank Apps,3.28,441.56,0,0,0,0.02,3.28,441.58
28,Canara Bank Apps,3.03,812.15,0,0,0,0,3.03,812.15
29,Timepay,2.15,24.14,0,0,0,0.1,2.16,24.25
30,Jio Payments Bank Apps,1.87,164.17,0,0,0,0,1.87,164.17
31,Punjab National Bank Apps,1.66,419.99,0,0,0,0,1.66,419.99
32,RBL Bank Apps,1.46,529.18,0,0.01,0.11,117.1,1.57,646.29
33,Indian Bank Apps,1.5,310.69,0,0,0,6.71,1.5,317.4
34,Union Bank Apps,1.25,525.02,0,0,0,0,1.25,525.02
35,Omnicard,1.06,37.27,0,0,0,0,1.06,37.27
36,Bank of Baroda Apps,0.99,459.5,0,0,0,8.27,0.99,467.77
37,Central Bank of India Apps,0.89,204.45,0,0,0,0,0.89,204.45
38,AU Small Finance Bank Apps,0.8,257.99,0,0,0,0,0.8,257.99
39,Go Kiwi,0.58,92.87,0,0,0,0,0.58,92.87
40,DBS Digibank Apps,0.46,182.52,0,0,0,0.38,0.47,182.89
41,South Indian Bank Apps,0.43,129.71,0,0,0,0,0.43,129.71
42,Shriram One,0.4,37.49,0,0,0,0,0.4,37.49
43,Fino Payments bank Apps,0.35,49.47,0,0,0,0,0.35,49.47
44,IndusInd Bank Apps,1.06,191.64,0,0,0,0.26,1.06,191.9
45,HSBC Bank Apps,0.32,126.55,0,0.05,0,0,0.32,126.59
46,TataNeu,0.32,34.06,0,0,0,0,0.32,34.06
47,Bank of India Apps,0.21,87.25,0,0,0,0,0.21,87.25
48,Standard Chartered Bank Apps,0.16,105.48,0,0,0,0.03,0.16,105.51
49,UCO Bank Apps,0.16,54.3,0,0,0,0,0.16,54.3
50,Digikhata,0.15,51.08,0,0,0,0,0.15,51.08
51,Karnataka Bank Apps,0.15,27.18,0,0,0,0,0.15,27.18
52,Jupiter Edge,0.14,22.88,0,0,0,0,0.14,22.88
53,Dhani,0.13,7.44,0,0,0,0,0.13,7.44
54,Indian Overseas Bank Apps,0.11,30.1,0,0,0,0,0.11,30.1
55,Ultracash,0.09,6.16,0,0,0,0,0.09,6.16
56,Tamilnad Mercantile Bank Apps,0.09,24.69,0,0,0,0,0.09,24.69
57,City Union Bank Apps,0.08,26.6,0,0,0,0,0.08,26.6
58,NSDL Payments Bank Apps,0.08,11.88,0,0,0,0,0.08,11.88
59,Citi Bank Apps,0.06,69.18,0,0,0,0.01,0.06,69.19
60,IDBI Bank Apps,0.06,20.15,0,0,0,0,0.06,20.15
61,Bank of Maharashtra Apps,0.06,13.96,0,0,0,0.1,0.06,14.06
62,Karur Vysya Bank Apps,0.05,18.94,0,0,0,0,0.05,18.94
63,MakeMyTrip,0.04,19.32,0,0,0,0,0.04,19.32
64,Go Niyo,0.04,16.77,0,0,0,0,0.04,16.77
65,Equitas Small Finance Bank Apps,0.03,25.52,0,0,0,0,0.03,25.52
66,Punjab Sind Bank Apps,0.03,12.15,0,0,0,0,0.03,12.15
67,Allahabad Bank Apps,0.02,6.18,0,0,0,0,0.02,6.18
68,Fave,0.02,1.16,0,0,0,0,0.02,1.16
69,Cheq,0.01,1.13,0,0,0,0,0.01,1.13
70,Other Apps,1.03,108.18,0,0,0.15,4.42,1.18,112.6
