Sr.No.,Application Name,Volume Customer(Mn),Value Customer (Cr),Volume B2C (Mn),Value B2C (Cr),Volume B2B(Mn),Value B2B(Cr),Volume (Mn),Value (Cr)
1,PhonePe,5734.54,906793.76,0,0,0,0,5734.54,906793.76
2,Google Pay,4442.86,635945.58,0,0,0,0,4442.86,635945.58
3,Paytm Payments Bank App,1442.41,164333.33,3.98,8.32,0.72,1291.06,1569.63,192614.74
4,Cred,108.86,38229.82,0,0,0,0,108.86,38229.82
5,Axis Bank Apps,13.31,2775.63,66.84,2943.22,0.02,2.72,80.17,5721.57
6,Amazon Pay,59.48,6288.95,0,0,0,0,59.48,6288.95
7,ICICI Bank Apps,28.93,12995.05,4.68,527.09,7.01,10593.84,40.62,24115.98
8,FAM,36.62,418.33,0,0,0,0,36.62,418.33
9,HDFC Bank Apps,25.05,5458.04,5.92,17.83,0,0.08,30.98,5475.95
10,BHIM,29.98,8778.61,0,0,0,0,29.98,8778.61
11,Kotak Mahindra Bank Apps,28.24,4981.01,0,0,0,0,28.24,4981.01
12,WhatsApp,26.08,2132.83,0,0,0,0,26.08,2132.83
13,Yes Bank Apps,23.01,11585.54,0,0,0.27,33.23,23.28,11618.77
14,Bajaj Finserv,19.87,2737.66,0,0,0,0,19.87,2737.66
15,Airtel Payments Bank Apps,13.24,902.32,0,0,0,0.08,13.24,902.43
16,Groww,9.41,6540.35,0,0,0,0,9.41,6540.35
17,State Bank of India Apps,6.1,2425.87,0,0,0.03,0.87,6.13,2426.73
18,Samsung Pay,5.73,518.32,0,0,0,0,5.73,518.32
19,IDFC Bank Apps,5.47,1448.5,0,0,0,0,5.47,1448.5
20,Federal Bank Apps,5.33,674.05,0,0,0,0,5.33,674.05
21,Mobikwik,5.19,1625.48,0,0,0,0,5.19,1625.48
22,Jupiter,4.97,665.54,0,0,0,0,4.97,665.54
23,India Post Payments Bank Apps,4.69,461.95,0,0,0,0,4.69,461.95
24,Deutsche Bank Apps,3.89,294.6,0,0,0,0.03,3.89,294.63
25,Standard Chartered Bank Apps,2.61,195.77,0,0,1.07,550.69,3.68,746.46
26,RBL Bank Apps,3.15,739.53,0,0.03,0.2,46.97,3.35,786.52
27,Canara Bank Apps,2.62,758.31,0,0,0,0,2.62,758.31
28,slice,2.01,407.98,0,0,0,0,2.01,407.98
29,Jio Payments Bank Apps,1.51,137.62,0,0,0,0,1.51,137.62
30,Punjab National Bank Apps,1.32,335.6,0,0,0,0,1.32,335.6
31,Indian Bank Apps,1.29,311.48,0,0,0,10.91,1.29,322.39
32,SLICE,1.26,41.97,0,0,0,0,1.26,41.97
33,Omnicard,1.15,37.16,0,0,0,0,1.15,37.16
34,Bank of Baroda Apps,1.14,505.93,0,0,0,10.66,1.14,516.58
35,Union Bank Apps,1.11,451.7,0,0,0,0,1.11,451.7
36,Navi,0.96,54.5,0,0,0,0,0.96,54.5
37,Gokiwi,0.74,105.76,0,0,0,0,0.74,105.76
38,DBS Digibank Apps,0.7,252.85,0,0,0,1.8,0.7,254.66
39,Karnataka Bank Apps,0.67,144.11,0,0,0,0,0.67,144.11
40,AU Small Finance Bank Apps,0.66,259.49,0,0,0,0,0.66,259.49
41,Central Bank of India Apps,0.63,150.41,0,0,0,0,0.63,150.41
42,Shriram One,0.59,31.86,0,0,0,0,0.59,31.86
43,FIFEDERAL,0.47,57.15,0,0,0,0,0.47,57.15
44,BPAYWALLET,0.43,88.49,0,0,0,0,0.43,88.49
45,MBK,0.39,57.77,0,0,0,0,0.39,57.77
46,South Indian Bank Apps,0.33,105.23,0,0,0,0,0.33,105.23
47,Bank of India Apps,0.29,108.18,0,0,0,0,0.29,108.18
48,Fino Payments bank Apps,0.29,31.67,0,0,0,0,0.29,31.67
49,INDIE - Indus Ind,0.25,42.84,0,0,0,0,0.25,42.84
50,UCO Bank Apps,0.21,76.62,0,0,0,0,0.21,76.62
51,HSBC Bank Apps,0.2,117.97,0,0.03,0,0,0.2,118
52,Tamilnad Mercantile Bank Apps,0.12,32.85,0,0,0,0,0.12,32.85
53,Indian Overseas Bank Apps,0.11,29.92,0,0,0,0,0.11,29.92
54,Ultracash,0.08,5.95,0,0,0,0,0.08,5.95
55,Citi Bank Apps,0.08,79.39,0,0,0,0,0.08,79.39
56,Digikhata,0.08,30.34,0,0,0,0,0.08,30.34
57,TataNeu,0.08,11.48,0,0,0,0,0.08,11.48
58,City Union Bank Apps,0.08,25.49,0,0,0,0,0.08,25.49
59,IDBI Bank Apps,0.08,42.31,0,0,0,0,0.08,42.31
60,Jupiter Edge (LivQuick PPI),0.05,14.71,0,0,0,0,0.05,14.71
61,Karur Vysya Bank Apps,0.04,15.23,0,0,0,0,0.04,15.23
62,NSDL Payments Bank Apps,0.04,5.77,0,0,0,0,0.04,5.77
63,Bank of Maharashtra Apps,0.04,8.06,0,0,0,0,0.04,8.06
64,DHANI,0.04,2.71,0,0,0,0,0.04,2.71
65,PAYTMWALLET,0.03,3.11,0,0,0,0,0.03,3.11
66,MakeMyTrip,0.03,15.48,0,0,0,0,0.03,15.48
67,Equitas Small Finance Bank Apps,0.03,23.19,0,0,0,0,0.03,23.19
68,Timepay,0.03,0.33,0,0,0,0,0.03,0.33
69,Allahabad Bank Apps,0.03,6.51,0,0,0,0,0.03,6.51
70,Other Apps,0.13,31.46,0,0,0,0,0.13,31.46
71,CBDC Apps,0.8,46.45,0,0,0.07,1.63,0.88,48.08
