Sr.No.,Application Name,Volume Customer(Mn),Value Customer (Cr),Volume B2C (Mn),Value B2C (Cr),Volume B2B(Mn),Value B2B(Cr),Volume (Mn),Value (Cr)
1,Airtel Payments Bank Apps,11.32,778.26,0,0,0,0,11.62,810.65
2,Allahabad Bank Apps,0.03,7.3,0,0,0,0,0.03,7.3
3,Amazon Pay,54.39,6297.17,0,0,0,0,54.39,6297.17
4,AU Small Finance Bank Apps,0.71,235.99,0,0,0,0,0.71,235.99
5,Axis Bank Apps,12.1,2202.41,62.24,2721.47,0.08,7.63,74.42,4931.5
6,Bajaj Finserv,14.19,2373.17,0,0,0,0,14.19,2373.17
7,Bajaj Finserv PPI,0.23,48.79,0,0,0,0,0.23,48.79
8,Bank of Baroda Apps,0.93,393.21,0,0,0,4.28,0.93,397.49
9,Bank of India Apps,0.27,93.46,0,0,0,0,0.27,93.46
10,Bank of Maharashtra Apps,0.06,10.85,0,0,0,0,0.06,10.85
11,BHIM,25.74,8174.71,0,0,0,0,25.74,8174.71
12,Canara Bank Apps,2.21,665.24,0,0,0.01,0.19,2.22,665.43
13,Central Bank of India Apps,0.52,114.69,0,0,0,0.24,0.52,114.94
14,Citi Bank Apps,0.08,66.07,0,0,0,0,0.08,66.07
15,City Union Bank Apps,0.07,21.55,0,0,0,0,0.07,21.55
16,Cred,94.52,34691.49,0,0,0,0,94.52,34691.49
17,DBS Digibank Apps,0.5,197.14,0,0,0,0.56,0.51,197.7
18,Deutsche Bank Apps,2.37,350.45,0,0,0,0.02,2.37,350.47
19,Dhani PPI,0.02,1.49,0,0,0,0,0.02,1.49
20,Digikhata PPI,0.04,15.33,0,0,0,0,0.04,15.33
21,Equitas Small Finance Bank Apps,0.03,21.65,0,0,0,0,0.03,21.65
22,Fampay PPI,27.54,314.13,0,0,0,0,27.54,314.13
23,Fave,0.11,10.38,0,0,0,0,0.11,10.38
24,Federal Bank Apps,5.89,720.68,0,0,0,0,5.89,720.68
25,Fino Payments bank Apps,0.27,20.01,0,0,0,0,0.27,20.01
26,GoKiwi,0.76,79.21,0,0,0,0,0.76,79.21
27,Google Pay,4139.92,589299.18,0,0,0,0,4139.92,589299.18
28,Groww,5.89,3354.83,0,0,0,0,5.89,3354.83
29,HDFC Bank Apps,21.35,5453.76,0,0,0,0,21.35,5453.76
30,HSBC Bank Apps,0.18,105.98,0,0.08,0,0,0.18,106.07
31,ICICI Bank Apps,27.54,11273.3,4.82,437.19,6.52,9607.29,38.88,21317.78
32,IDBI Bank Apps,0.07,36.89,0,0,0,0,0.07,36.89
33,IDFC Bank Apps,5.26,1312.45,0,0,0,0.01,5.26,1312.46
34,India Post Payments Bank Apps,5.54,464.95,0,0,0,0,5.54,464.95
35,Indian Bank Apps,0.36,90.37,0,0,0,20.56,0.36,110.93
36,Indian Overseas Bank Apps,0.09,23.85,0,0,0,0,0.09,23.85
37,IndusInd Bank Apps,1.07,217.98,0,0,0,0,1.07,217.98
38,Jammu and Kashmir Bank Apps,0.01,3.39,0,0,0,0,0.01,3.39
39,Jio Payments Bank Apps,1.35,112.84,0,0,0,0,1.35,112.84
40,Jupiter,4.45,571.06,0,0,0,0,4.45,571.06
41,Karnataka Bank Apps,0.69,138.58,0,0,0,0,0.69,138.58
42,Karur Vysya Bank Apps,0.04,16.95,0,0,0,0,0.04,16.95
43,Kotak Mahindra Bank Apps,23.83,4205.76,0,0,0,0,23.83,4205.77
44,MakeMyTrip,0.04,21.47,0,0,0,0,0.04,21.47
45,Mobikwik,4.43,1378.88,0,0,0,0,4.43,1378.88
46,Mobikwik PPI,0.02,2.15,0,0,0,0,0.02,2.15
47,Navi,0.53,33.92,0,0,0,0,0.53,33.92
48,NSDL Payments Bank Apps,0.04,5.79,0,0,0,0,0.04,5.79
49,Omnicard PPI,1.2,45.9,0,0,0,0,1.2,45.9
50,Paytm Payments Bank App,1417.81,167819.3,3.36,6.88,0.74,1244.89,1544.41,192974.8
51,PhonePe,5337.96,838371.7,0,0,0,0,5337.96,838371.7
52,Punjab National Bank Apps,0.99,211.45,0,0,0,0,0.99,211.45
53,Punjab Sind Bank Apps,0.03,12.94,0,0,0,0,0.03,12.94
54,RBL Bank Apps,1.87,642.63,0,0.02,0.27,16.09,2.14,658.74
55,Samsung Pay,6.17,562.28,0,0,0,0,6.17,562.28
56,Shriram One,0.15,9.43,0,0,0,0,0.15,9.43
57,slice,1.33,340.4,0,0,0,0,1.33,340.4
58,slice PPI,0.33,18.41,0,0,0,0,0.33,18.41
59,South Indian Bank Apps,0.22,69.36,0,0,0,0,0.22,69.36
60,Standard Chartered Bank Apps,4.41,240.59,0,0,2.61,1462,7.02,1702.59
61,State Bank of India Apps,5.51,2185.45,0,0,0.02,0.6,5.53,2186.05
62,Tamilnad Mercantile Bank Apps,0.1,29.14,0,0,0,0,0.1,29.14
63,TataNeu,0.09,14.51,0,0,0,0,0.09,14.51
64,UCO Bank Apps,0.28,85.33,0,0,0,0,0.28,85.33
65,Ultracash,0.09,5.6,0,0,0,0,0.09,5.6
66,Union Bank Apps,0.89,360.41,0,0,0,0,0.89,360.42
67,Utkarsh Small Finance Bank Apps,0.02,7.44,0,0,0,0,0.02,7.44
68,WhatsApp,22.72,1903.1,0,0,0,0,22.72,1903.1
69,Yes Bank Apps,27.97,11183.85,0,0,0.3,75.25,28.27,11259.1
70,Others,0.06,14.29,0,0,0,0,0.06,14.29
