Sr.No.,Application Name,Volume Customer(Mn),Value Customer (Cr),Volume B2C (Mn),Value B2C (Cr),Volume B2B(Mn),Value B2B(Cr),Volume (Mn),Value (Cr)
1,PhonePe,4972.81,774845.98,0,0,0,0,4972.81,774845.98
2,Google Pay,3780.89,541624.06,0,0,0,0,3780.89,541624.06
3,Paytm Payments Bank App,1333.38,153708.6,3.47,8.06,0.58,935.71,1451.99,176865.46
4,Cred,86.5,31558.2,0,0,0,0,86.5,31558.2
5,Axis Bank Apps,8.93,1721.75,59.77,1856.5,0.06,6.66,68.76,3584.91
6,Amazon Pay,48.78,5386.29,0,0,0,0,48.78,5386.29
7,ICICI Bank Apps,25.9,9874.7,4.05,359.88,7.58,9818.34,37.52,20052.91
8,Yes Bank Apps,28.09,10794.85,0,0,0.41,53.11,28.49,10847.96
9,BHIM,24.15,8005.18,0,0,0,0,24.15,8005.18
10,FAM,22.88,263.37,0,0,0,0,22.88,263.37
11,Kotak Mahindra Bank Apps,21.57,3737.25,0,0,0,0.01,21.57,3737.26
12,WhatsApp,20.55,1732.15,0,0,0,0,20.55,1732.15
13,HDFC Bank Apps,18.87,4739.38,0,0,0,0,18.87,4739.39
14,Bajaj Finserv,14.14,2069.98,0,0,0,0,14.14,2069.98
15,Airtel Payments Bank Apps,10.45,747.05,0,0,0,0.04,10.46,747.21
16,Groww,6.5,3596.95,0,0,0,0,6.5,3596.95
17,Samsung Pay,5.81,528.2,0,0,0,0,5.81,528.2
18,Federal Bank Apps,5.54,692.03,0,0,0,0,5.54,692.03
19,State Bank of India Apps,5.4,2130.26,0,0,0.02,0.64,5.42,2130.89
20,India Post Payments Bank Apps,5.28,447.37,0,0,0,0,5.28,447.37
21,IDFC Bank Apps,4.42,1109.67,0,0,0,0,4.42,1109.67
22,Jupiter,4.05,529.64,0,0,0,0,4.05,529.64
23,Mobikwik,3.92,1182.65,0,0,0,0,3.92,1182.65
24,Standard Chartered Bank Apps,1.72,148.27,0,0,0.31,182.94,2.03,331.21
25,Deutsche Bank Apps,1.93,315.27,0,0,0,0.02,1.93,315.29
26,Canara Bank Apps,1.89,569.48,0,0,0,0,1.89,569.48
27,RBL Bank Apps,1.34,565.87,0,0,0.26,9.74,1.6,575.61
28,Jio Payments Bank Apps,1.44,108.84,0,0,0,0,1.44,108.84
29,Bank of Baroda Apps,1.22,470.91,0,0,0,5.52,1.22,476.43
30,slice,1.06,310.9,0,0,0,0,1.06,310.9
31,Punjab National Bank Apps,1,197.93,0,0,0,0,1,197.93
32,OMNI,0.98,36.12,0,0,0,0,0.98,36.12
33,IndusInd Bank Apps,0.89,182.26,0,0,0,0,0.89,182.26
34,Union Bank Apps,0.87,324.39,0,0,0,0,0.87,324.39
35,AU Small Finance Bank Apps,0.66,214.25,0,0,0,0,0.66,214.25
36,GOAXB,0.64,74.94,0,0,0,0,0.64,74.94
37,Karnataka Bank Apps,0.62,125.7,0,0,0,0,0.62,125.7
38,DBS Digibank Apps,0.45,178.89,0,0,0,0.53,0.45,179.42
39,Central Bank of India Apps,0.4,94.84,0,0,0,0.38,0.4,95.22
40,UCO Bank Apps,0.37,127.06,0,0,0,0,0.37,127.06
41,Indian Bank Apps,0.32,89.16,0,0,0.01,60.16,0.33,149.32
42,Bank of India Apps,0.28,86.17,0,0,0,0,0.28,86.17
43,NAVIAXIS,0.27,17.75,0,0,0,0,0.27,17.75
44,South Indian Bank Apps,0.26,72.9,0,0,0,0,0.26,72.9
45,Fino Payments bank Apps,0.22,15.99,0,0,0,0,0.22,15.99
46,BPAYWALLET,0.19,42.31,0,0,0,0,0.19,42.31
47,HSBC Bank Apps,0.16,101.08,0,0.12,0,0,0.16,101.2
48,Tamilnad Mercantile Bank Apps,0.1,26.99,0,0,0,0,0.1,26.99
49,TataNeu,0.09,14.82,0,0,0,0,0.09,14.82
50,Fave,0.09,6.34,0,0,0,0,0.09,6.34
51,Ultracash,0.08,4.77,0,0,0,0,0.08,4.77
52,Citi Bank Apps,0.08,61.34,0,0,0,0,0.08,61.34
53,INDIE,0.07,16.09,0,0,0,0,0.07,16.09
54,Indian Overseas Bank Apps,0.07,19.12,0,0,0,0,0.07,19.12
55,City Union Bank Apps,0.07,20.6,0,0,0,0,0.07,20.6
56,IDBI Bank Apps,0.06,32.31,0,0,0,0,0.06,32.31
57,Bank of Maharashtra Apps,0.05,8.55,0,0,0,0,0.05,8.55
58,Karur Vysya Bank Apps,0.04,15.87,0,0,0,0,0.04,15.87
59,MakeMyTrip,0.04,21.32,0,0,0,0,0.04,21.32
60,SHRIRAM,0.03,2.8,0,0,0,0,0.03,2.8
61,NSDL Payments Bank Apps,0.03,5.78,0,0,0,0,0.03,5.78
62,Equitas Small Finance Bank Apps,0.03,19.39,0,0,0,0,0.03,19.39
63,DIGIKHATA,0.03,10.8,0,0,0,0,0.03,10.8
64,SLICE,0.03,3.8,0,0,0,0,0.03,3.8
65,Allahabad Bank Apps,0.03,7.15,0,0,0,0,0.03,7.15
66,Punjab Sind Bank Apps,0.03,12.32,0,0,0,0,0.03,12.32
67,DHANI,0.02,2.58,0,0,0,0,0.02,2.58
68,Utkarsh Small Finance Bank Apps,0.02,6.63,0,0,0,0,0.02,6.63
69,Jammu and Kashmir Bank Apps,0.01,2.56,0,0,0,0,0.01,2.56
70,Dhanlaxmi Bank Apps,0.01,3.46,0,0,0,0,0.01,3.46
71,GoIbibo,0.01,2.34,0,0,0,0,0.01,2.34
72,Others,0.06,10.18,0,0,0,0.06,0.06,10.25
